   1.00000000       5.99958003E-06   9.99774784E-07   9.99774784E-07
   101.000000       1.21199992E-03   1.01600029E-03   2.16999557E-04
   201.000000       7.37300003E-03   8.30499921E-03   8.09999183E-04
   301.000000       2.54850015E-02   2.59929970E-02   2.62299925E-03
   401.000000       5.90490028E-02   5.83039969E-02   5.06699085E-03
   501.000000      0.114349008      0.116355002       9.70497727E-03
   601.000000      0.206763029      0.206395984       1.77350044E-02
   701.000000      0.324943006      0.330898046       2.70560980E-02
   801.000000      0.484636068      0.515230894       4.20038700E-02
   901.000000      0.716798067      0.870596886       6.10375404E-02
