   1.00000000       4.00003046E-06   0.00000000       0.00000000    
   101.000000       1.13599980E-03   1.12599973E-03   2.10000202E-04
   201.000000       7.84000009E-03   7.30400067E-03   7.69000500E-04
   301.000000       2.46029999E-02   2.58649997E-02   2.47300416E-03
   401.000000       5.88890016E-02   5.99340051E-02   4.93599474E-03
   501.000000      0.114976019      0.115970999       9.52500105E-03
   601.000000      0.206466973      0.205901980       1.70139670E-02
   701.000000      0.325646996      0.327787042       2.71401405E-02
   801.000000      0.488220096      0.500774145       3.98080349E-02
   901.000000      0.757174015      0.932154179       5.63931465E-02
