   1.00000000       5.99981286E-06   1.00000761E-06   1.00000761E-06
   101.000000       9.23000043E-04   8.74999911E-04   1.79999974E-04
   201.000000       7.36599974E-03   7.15999957E-03   7.70999119E-04
   301.000000       2.51969993E-02   2.60460041E-02   2.69600004E-03
   401.000000       5.98250031E-02   5.94149977E-02   4.93800640E-03
   501.000000      0.115023002      0.116320014       9.56499577E-03
   601.000000      0.201658010      0.209861994       1.70359612E-02
   701.000000      0.327853024      0.332038999       2.64940262E-02
   801.000000      0.489639878      0.509047031       3.96320820E-02
   901.000000      0.714152813      0.746174097       5.55300713E-02
