   1.00000000       3.00002284E-06   1.00000761E-06   2.29999423E-05
   51.0000000       7.42000062E-04   7.31000211E-04   7.80001283E-05
   101.000000       4.91299992E-03   4.37999982E-03   1.83999538E-04
   151.000000       1.45869991E-02   1.43090002E-02   4.21002507E-04
   201.000000       3.43320034E-02   3.86290029E-02   7.78995454E-04
   251.000000       7.22299963E-02   6.88480139E-02   1.53499842E-03
   301.000000      0.114935011      0.123582006       2.74497271E-03
   351.000000      0.182622015      0.198330998       3.77601385E-03
   401.000000      0.284063041      0.329587936       5.14698029E-03
   451.000000      0.425622940      0.498054981       8.55302811E-03
   501.000000      0.622173071      0.759402990       1.04398727E-02
   551.000000      0.797284842      0.985998154       1.54414177E-02
   601.000000       1.04592085       1.34779835       1.97219849E-02
   651.000000       1.36986160       1.59449005       2.49519348E-02
   701.000000       1.68020725       1.92297935       2.81476974E-02
   751.000000       1.96489525       2.31398010       3.45726013E-02
   801.000000       2.33448982       2.64091301       4.34265137E-02
   851.000000       2.80185890       3.20682716       4.93946075E-02
   901.000000       3.33479500       3.94392776       5.69076538E-02
   951.000000       3.94062805       4.78450775       6.66885376E-02
