   1.00000000       1.00000761E-06   1.00000761E-06   2.00001523E-06
   101.000000       1.04299979E-03   1.01800030E-03   2.08000187E-04
   201.000000       8.07800051E-03   7.72099942E-03   7.70999119E-04
   301.000000       2.67019998E-02   2.64739990E-02   2.47900188E-03
   401.000000       6.11960068E-02   6.07369989E-02   4.94600832E-03
   501.000000      0.114932984      0.114501983       9.46599245E-03
   601.000000      0.209039986      0.235940993       1.69050097E-02
   701.000000      0.361352086      0.351921082       2.66749859E-02
   801.000000      0.540889978      0.507244825       4.00750637E-02
   901.000000      0.710356951      0.832554817       5.54208755E-02
