   1.00000000       9.99774784E-07   9.99774784E-07   2.29999423E-05
   101.000000       5.03199967E-03   4.32499964E-03   1.92000531E-04
   201.000000       3.39890011E-02   3.28120030E-02   7.90998340E-04
   301.000000      0.111998007      0.120754004       2.55900621E-03
   401.000000      0.293139994      0.343563020       5.52499294E-03
   501.000000      0.598273933      0.656383991       1.04510784E-02
   601.000000      0.977727890       1.01627898       1.73439980E-02
   701.000000       1.58930635       1.97003508       2.81758308E-02
   801.000000       2.27087069       2.47404194       4.52823639E-02
   901.000000       3.22398281       3.71815300       5.64231873E-02
